Phase,PotPcnt,StackPcnt,BetPcnt,AvgBetAmt,BetAmtStdDev,AIPcnt,FoldPcnt,AvgFoldAmt
PREFLOP,LOW,LOW,0.4074074074074074,1301.0,1823.3996719414984,0.0,0.6666666666666666,655.9444444444445
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,240.0,240.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,130.0,50.0,0.0,0.8,925.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5384615384615384,643.4285714285714,912.767668317919,0.0,0.6153846153846154,812.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,32.35294117647059,89.01615264953854,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3825503355704698,339.05263157894734,382.02348697212057,0.0,0.7651006711409396,435.0
PREFLOP,LOW,LOW,0.5,505.0,455.0,0.0,0.75,1770.6666666666667
FLOP,LOW,LOW,1.0,600.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,550.0,0.0,0.0,0.5,100.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.17647058823529413,466.6666666666667,249.44382578492943,0.0,0.8235294117647058,585.7142857142857
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,91.66666666666667,129.63624321753372,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.39285714285714285,196.36363636363637,234.94768188501138,0.0,0.7142857142857143,398.8
PREFLOP,LOW,MEDIUM,0.5,1000.0,0.0,0.0,0.5,400.0
FLOP,LOW,LOW,1.0,100.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.42857142857142855,833.3333333333334,543.6502143433363,0.0,0.5714285714285714,212.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7142857142857143,740.0,948.6305919587455,0.0,0.42857142857142855,314.5
TURN,LOW,LOW,1.0,3179.0,4495.784914784069,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,125.0,216.50635094610965,0.0,0.0,0.0
FLOP,LOW,LOW,0.9166666666666666,45.45454545454545,143.7398936440173,0.0,0.08333333333333333,1400.0
PREFLOP,LOW,LOW,0.5277777777777778,437.63157894736844,434.59106132284575,0.0,0.5,479.05555555555554
PREFLOP,LOW,HIGH,1.0,350.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,550.0,952.6279441628825,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3125,584.0,514.3384099987089,0.0,0.6875,684.5454545454545
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5384615384615384,113.28571428571429,39.121474868905025,0.0,0.5384615384615384,427.14285714285717
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,HIGH,LOW,1.0,3312.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,13.090909090909092,41.39708936947696,0.0,0.09090909090909091,3534.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9444444444444444,297.7647058823529,875.6227719482433,0.0,0.05555555555555555,260.0
PREFLOP,LOW,LOW,0.38181818181818183,849.7380952380952,1796.0866860446486,0.0,0.6909090909090909,867.5
PREFLOP,LOW,HIGH,1.0,640.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.25,200.0,0.0,0.0,0.75,183.33333333333334
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,223.33333333333334,152.825245151302,0.0,0.6666666666666666,592.75
PREFLOP,LOW,HIGH,1.0,400.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,287.5
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,162.5
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,0.5,0.0,0.0,0.5,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7419354838709677,1038.608695652174,967.2576536890457,0.0,0.3225806451612903,1478.0
TURN,LOW,LOW,0.75,41.666666666666664,58.92556509887896,0.25,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.875,122.42857142857143,255.3338750638114,0.125,0.125,2687.0
PREFLOP,LOW,LOW,0.40625,303.7692307692308,382.38606223516564,0.015625,0.671875,520.9767441860465
RIVER,LOW,LOW,0.0,0.0,0.0,1.0,0.0,0.0
TURN,LOW,LOW,0.0,0.0,0.0,1.0,0.0,0.0
FLOP,LOW,LOW,0.0,0.0,0.0,1.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.25,0.75,616.6666666666666
PREFLOP,LOW,MEDIUM,0.75,382.6666666666667,301.2212180810346,0.0,0.25,100.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.75,0.0,0.0,0.0,0.25,100.0
PREFLOP,LOW,LOW,0.5555555555555556,440.0,313.9426699255773,0.0,0.4444444444444444,300.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,450.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6153846153846154,313.125,515.0173389071479,0.0,0.46153846153846156,700.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,61.53846153846154,213.1754840084772,0.0,0.07692307692307693,325.0
PREFLOP,LOW,LOW,0.42990654205607476,356.3695652173913,411.8346206013986,0.0,0.616822429906542,637.2121212121212
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,1280.0
PREFLOP,LOW,LOW,1.0,120.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.25,320.0,0.0,0.0,0.75,713.3333333333334
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3958333333333333,915.3157894736842,1655.2856981144591,0.0,0.6666666666666666,667.03125
FLOP,LOW,LOW,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,680.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,208.33333333333334
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,3800.0,600.0,0.0,0.5,600.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7142857142857143,913.7,811.3995378357077,0.0,0.2857142857142857,475.0
PREFLOP,LOW,LOW,0.25,800.0,0.0,0.0,0.75,1420.8333333333333
PREFLOP,LOW,MEDIUM,1.0,800.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7272727272727273,312.5,189.9835519196333,0.0,0.2727272727272727,116.66666666666667
PREFLOP,LOW,MEDIUM,0.5,640.0,0.0,0.0,0.5,640.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.24,209.16666666666666,200.96468733475433,0.0,0.76,430.7894736842105
FLOP,LOW,LOW,1.0,10.333333333333334,14.613540144521982,0.0,0.0,0.0
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,856.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,371.0,0.0,0.0,0.5,1600.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.3333333333333333,1300.0
FLOP,LOW,MEDIUM,1.0,371.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,36.0,62.353829072479584,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.48,549.0,529.0256767555491,0.0,0.68,365.88235294117646
PREFLOP,LOW,MEDIUM,0.5,275.0,75.0,0.0,0.5,550.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.8333333333333334,13.4,20.155396299750596,0.0,0.16666666666666666,144.0
PREFLOP,LOW,LOW,0.45454545454545453,538.0,775.2844639227591,0.0,0.6363636363636364,259.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,10467.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,4922.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,4882.0,0.0,0.0,0.8,510.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,233.33333333333334,124.72191289246472,0.0,0.5,333.3333333333333
PREFLOP,LOW,MEDIUM,0.5,400.0,0.0,0.0,0.5,200.0
TURN,LOW,LOW,1.0,100.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,50.0,50.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.27586206896551724,693.75,557.0219362825849,0.0,0.7586206896551724,338.3181818181818
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,280.0,97.97958971132712,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,233.125,512.889714631713,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4716981132075472,592.04,726.4929720238181,0.0,0.5660377358490566,694.3666666666667
PREFLOP,LOW,HIGH,1.0,800.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,50.0,0.0,0.0,1.0,300.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4444444444444444,200.0,0.0,0.0,0.6666666666666666,500.0
PREFLOP,LOW,MEDIUM,0.6,86.66666666666667,80.55363982396382,0.0,0.6,80.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4,159.16666666666666,261.0621999107152,0.0,0.8666666666666667,141.15384615384616
PREFLOP,LOW,HIGH,1.0,320.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,3200.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4117647058823529,1228.5714285714287,881.4991867985646,0.0,0.6470588235294118,662.6363636363636
PREFLOP,LOW,MEDIUM,0.6666666666666666,480.0,320.0,0.0,0.3333333333333333,80.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,182.66666666666666,211.83221872248066,0.0,0.6666666666666666,504.75
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,1600.0,0.0,0.0,0.6666666666666666,600.0
TURN,LOW,LOW,0.5,800.0,0.0,0.0,0.5,3678.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.6666666666666666,0.0,0.0,0.0,1.0,1843.3333333333333
PREFLOP,LOW,LOW,0.7777777777777778,1015.1428571428571,780.9546225287227,0.0,0.2222222222222222,950.0
PREFLOP,LOW,HIGH,1.0,7600.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,0.5,0.0,0.0,0.5,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8571428571428571,165.0,186.95008246409878,0.0,0.14285714285714285,2325.0
TURN,LOW,LOW,0.5,0.0,0.0,0.5,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.75,220.66666666666666,312.069792763663,0.25,0.0,0.0
PREFLOP,LOW,LOW,0.4074074074074074,662.2727272727273,889.1297165726506,0.037037037037037035,0.6296296296296297,551.4705882352941
PREFLOP,LOW,HIGH,0.5,800.0,0.0,0.0,0.5,1600.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,350.0
TURN,LOW,LOW,0.0,0.0,0.0,1.0,0.0,0.0
FLOP,LOW,LOW,0.0,0.0,0.0,1.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,1.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,1304.0,2319.6689418966666,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6111111111111112,322.27272727272725,371.96263030996465,0.0,0.4444444444444444,241.25
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8,1056.25,908.1015568206014,0.0,0.2,1000.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,462.5,501.7158060097369,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.4,1000.0,600.0,0.0,0.6,950.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.35714285714285715,136.0,134.6996659238619,0.0,0.7857142857142857,189.36363636363637
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,800.0,0.0,0.0,0.6666666666666666,335.5
TURN,LOW,LOW,1.0,400.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.75,673.3333333333334,800.0555536266771,0.0,0.5,50.0
FLOP,LOW,LOW,1.0,500.0,300.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7894736842105263,670.0666666666667,510.61145915678605,0.0,0.21052631578947367,550.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1225.0,1225.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,900.0
PREFLOP,LOW,LOW,0.5238095238095238,839.0909090909091,923.4368073615447,0.0,0.47619047619047616,336.5
PREFLOP,LOW,HIGH,1.0,1200.0,400.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,1280.0,0.0,0.0,0.5,2240.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4,1105.0,1235.748760873342,0.0,0.7,798.5714285714286
PREFLOP,LOW,MEDIUM,1.0,150.0,173.20508075688772,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.34615384615384615,315.55555555555554,261.368667301407,0.038461538461538464,0.7692307692307693,225.5
TURN,LOW,MEDIUM,1.0,2812.5,4871.392896287467,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7083333333333334,722.7647058823529,1139.0627483315736,0.0,0.2916666666666667,600.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,HIGH,LOW,0.0,0.0,0.0,1.0,0.0,0.0
TURN,LOW,LOW,1.0,62.5,165.3594569415369,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,481.8,1229.9029067369504,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,63.25,118.08903773565662,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5333333333333333,549.140625,690.0946010146793,0.0,0.5166666666666667,613.6290322580645
PREFLOP,LOW,HIGH,0.3333333333333333,110.0,0.0,0.0,0.6666666666666666,1200.0
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,856.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,371.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,371.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.47368421052631576,335.3333333333333,364.30725737731024,0.0,0.631578947368421,289.4166666666667
PREFLOP,LOW,MEDIUM,0.7777777777777778,814.2857142857143,591.4354726995557,0.0,0.3333333333333333,583.3333333333334
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,325.0,277.2634126602354,0.0,0.5,556.25
FLOP,LOW,LOW,1.0,100.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,280.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,155.0,66.89544080129826,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6875,190.9090909090909,179.77028500812037,0.0,0.375,596.6666666666666
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,1104.0
PREFLOP,LOW,MEDIUM,0.75,1250.0,1393.7359864766354,0.0,0.25,300.0
PREFLOP,LOW,LOW,0.3333333333333333,768.0,0.0,0.0,0.6666666666666666,1296.0
TURN,LOW,MEDIUM,1.0,1656.0,1656.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8888888888888888,1342.5,1667.3763072564034,0.0,0.1111111111111111,200.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,1237.3333333333333,1749.8535811763097,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,2.6666666666666665,7.542472332656507,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.525,461.0,447.7905547824574,0.0,0.525,340.42857142857144
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2916666666666667,807.1428571428571,1043.4929568619082,0.0,0.8333333333333334,417.15
PREFLOP,LOW,LOW,0.5714285714285714,425.0,204.63381929681125,0.0,0.5714285714285714,475.0
PREFLOP,LOW,HIGH,0.2,800.0,0.0,0.0,0.8,1800.0
PREFLOP,LOW,LOW,0.5,290.8333333333333,396.88806846375326,0.0,0.75,291.1111111111111
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,400.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.8,81.25,32.47595264191645,0.0,0.4,500.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6,2500.0,1867.2618098881223,0.0,0.4,635.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,37.5,37.5,0.0,0.0,0.0
FLOP,LOW,LOW,0.75,0.0,0.0,0.0,0.25,260.0
PREFLOP,LOW,LOW,0.26785714285714285,452.26666666666665,492.98268619586315,0.0,0.7857142857142857,767.0909090909091
PREFLOP,LOW,HIGH,0.4,30.0,10.0,0.0,0.6,80.0
PREFLOP,LOW,LOW,0.7142857142857143,284.0,478.3973244072337,0.0,0.7142857142857143,512.0
PREFLOP,LOW,LOW,0.25,200.0,0.0,0.0,0.75,83.33333333333333
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6,43.333333333333336,28.674417556808756,0.0,0.4,52.5
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.625,32.0,64.0,0.0,0.375,208.0
PREFLOP,LOW,LOW,0.4146341463414634,223.35294117647058,215.99480962622027,0.0,0.6585365853658537,379.44444444444446
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,1600.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8571428571428571,500.0,500.0,0.0,0.14285714285714285,700.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,240.0,480.0,0.0,0.2,2687.0
PREFLOP,LOW,LOW,0.6,849.8888888888889,881.5954532606645,0.0,0.4,669.3333333333334
PREFLOP,LOW,MEDIUM,1.0,143.33333333333334,181.4925771362442,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.47368421052631576,364.0,407.3295144392723,0.0,0.5263157894736842,233.4
FLOP,LOW,LOW,1.0,233.33333333333334,329.98316455372213,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5333333333333333,403.125,254.47172608170047,0.0,0.6,600.0
PREFLOP,LOW,MEDIUM,0.5,300.0,100.0,0.0,0.75,600.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,227.14285714285714,176.53120207522082,0.0,0.5,304.2857142857143
FLOP,LOW,LOW,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,2500.0
PREFLOP,LOW,LOW,0.3,216.66666666666666,143.3720877840438,0.0,0.8,421.875
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,72.0,144.0,0.0,0.2,4760.0
FLOP,LOW,LOW,0.8571428571428571,233.33333333333334,521.7491947499509,0.0,0.2857142857142857,1275.0
PREFLOP,LOW,LOW,0.37142857142857144,875.3846153846154,898.334915998357,0.0,0.6571428571428571,1166.4347826086957
PREFLOP,LOW,HIGH,0.5,6400.0,0.0,0.0,0.5,3426.0
PREFLOP,LOW,MEDIUM,0.5,766.6666666666666,531.2459150169743,0.0,0.5,933.6666666666666
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.30434782608695654,425.7142857142857,644.5121553293986,0.0,0.8260869565217391,480.0
PREFLOP,LOW,LOW,0.3333333333333333,50.0,0.0,0.0,0.6666666666666666,275.0
PREFLOP,LOW,MEDIUM,0.5,800.0,0.0,0.0,0.5,800.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4090909090909091,462.22222222222223,556.2728702470034,0.0,0.7727272727272727,670.5882352941177
PREFLOP,LOW,MEDIUM,0.5714285714285714,187.5,147.88086421170252,0.0,0.42857142857142855,170.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6111111111111112,174.0909090909091,142.26764440528316,0.0,0.5,83.33333333333333
PREFLOP,LOW,HIGH,1.0,400.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8333333333333334,840.0,407.9215610874228,0.0,0.16666666666666666,800.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,400.0,400.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,823.2142857142857,873.4917759504443,0.0,0.5357142857142857,650.0
