Phase,PotPcnt,StackPcnt,BetPcnt,AvgBetAmt,BetAmtStdDev,AIPcnt,FoldPcnt,AvgFoldAmt
PREFLOP,LOW,MEDIUM,0.5769230769230769,678.6222222222223,943.6443371640232,0.0,0.5256410256410257,871.9268292682926
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.09090909090909091,127.0
FLOP,LOW,LOW,0.9428571428571428,98.0909090909091,241.2498219357313,0.0,0.2,843.1428571428571
PREFLOP,LOW,LOW,0.39076923076923076,641.9527559055118,932.8503847282697,0.006153846153846154,0.6923076923076923,553.92
PREFLOP,LOW,HIGH,0.625,408.0,213.01643129110957,0.0,0.375,391.6666666666667
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,1085.7142857142858,1533.836060739377,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4,357.92857142857144,347.55481875643204,0.0,0.6,637.5238095238095
FLOP,LOW,LOW,0.9,77.77777777777777,147.40554623801776,0.0,0.1,144.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.25,4700.0,0.0,0.0,0.75,1733.3333333333333
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,318.75,1057.1741519257837,0.0,0.25,650.0
PREFLOP,LOW,LOW,0.34146341463414637,552.8214285714286,908.7284308138422,0.012195121951219513,0.7560975609756098,661.1935483870968
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,0.75,0.0,0.0,0.25,0.0,0.0
PREFLOP,LOW,MEDIUM,0.4444444444444444,681.25,448.56542164995284,0.0,0.6111111111111112,1188.6363636363637
TURN,LOW,LOW,0.75,0.0,0.0,0.125,0.125,300.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9285714285714286,134.23076923076923,373.9387349751198,0.07142857142857142,0.0,0.0
PREFLOP,LOW,LOW,0.28378378378378377,360.64285714285717,529.9497200511696,0.006756756756756757,0.7702702702702703,792.219298245614
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,10750.0
PREFLOP,LOW,MEDIUM,0.6153846153846154,667.5,1120.4770189521962,0.0,0.38461538461538464,2265.6
TURN,LOW,LOW,1.0,2262.4,2022.4219737730305,0.0,0.0,0.0
RIVER,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3883495145631068,935.45,1512.3794323846116,0.0,0.6990291262135923,551.4722222222222
FLOP,LOW,LOW,1.0,192.58823529411765,629.2527836600683,0.0,0.058823529411764705,2237.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,800.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.16666666666666666,1000.0
PREFLOP,LOW,LOW,0.3125,588.9,530.4602624136892,0.0,0.75,780.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,200.0,0.0,0.0,0.6666666666666666,700.0
TURN,LOW,LOW,0.0,0.0,0.0,0.0,1.0,500.0
PREFLOP,LOW,LOW,0.38461538461538464,220.0,97.97958971132712,0.0,0.6923076923076923,552.7777777777778
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,1600.0,200.0,0.0,0.3333333333333333,1800.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.32,171.875,242.8468846310366,0.0,0.88,338.6363636363636
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5714285714285714,743.75,527.6347576685979,0.0,0.5,1475.7142857142858
PREFLOP,LOW,MEDIUM,1.0,328.57142857142856,118.97521607804009,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.38461538461538464,252.4,239.32204244490313,0.0,0.6538461538461539,455.3529411764706
FLOP,LOW,LOW,0.8571428571428571,658.3333333333334,590.4917912685625,0.0,0.14285714285714285,100.0
PREFLOP,LOW,HIGH,0.8,280.0,120.0,0.0,0.2,80.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.631578947368421,1196.6666666666667,915.1259779700036,0.0,0.42105263157894735,359.5
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,450.0,450.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1395.25,2103.9588131662654,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,160.0,226.27416997969522,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,492.0,984.1925624591968,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5416666666666666,260.7692307692308,339.41604917544754,0.041666666666666664,0.5833333333333334,265.7142857142857
PREFLOP,LOW,HIGH,1.0,2266.6666666666665,4404.931579743575,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,40.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,HIGH,0.5,160.0,0.0,0.0,0.5,160.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,1637.5,1107.573361001428,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.34782608695652173,185.625,80.25107086512926,0.0,0.6956521739130435,291.0625
PREFLOP,LOW,HIGH,0.75,1066.6666666666667,377.12361663282536,0.0,0.25,1600.0
PREFLOP,LOW,MEDIUM,0.5,1600.0,0.0,0.0,0.5,800.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,325.0,325.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.75,0.0,0.0,0.0,0.25,130.0
PREFLOP,LOW,LOW,0.3333333333333333,383.3333333333333,548.2294734466176,0.0,0.6666666666666666,578.3333333333334
PREFLOP,LOW,HIGH,0.5,2400.0,0.0,0.0,0.5,3112.0
PREFLOP,LOW,MEDIUM,1.0,400.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,10.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,533.3333333333334,309.12061651652346,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.6666666666666666,12.0,12.0,0.0,0.6666666666666666,130.0
PREFLOP,LOW,LOW,0.3,100.0,74.9933330370107,0.0,0.7,1067.857142857143
PREFLOP,LOW,HIGH,1.0,1800.0,1336.6625103842282,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5833333333333334,221.42857142857142,280.1238793018225,0.0,0.5,238.5
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,45.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,75.0,25.0,0.0,0.3333333333333333,250.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.46,262.60869565217394,248.26296351816234,0.0,0.66,308.7878787878788
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.723404255319149,789.6764705882352,971.6316997888665,0.0,0.2978723404255319,851.4285714285714
TURN,HIGH,LOW,1.0,11250.0,0.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,256.43333333333334,768.6201351917745,0.0,0.06666666666666667,650.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,711.5454545454545,2250.1042951034465,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5562913907284768,689.6785714285714,1012.5668603522798,0.0,0.47019867549668876,448.9718309859155
PREFLOP,LOW,HIGH,0.8,2362.5,1335.9804452161716,0.0,0.2,1000.0
PREFLOP,LOW,LOW,0.4444444444444444,437.5,469.5409992748237,0.0,0.5555555555555556,177.0
PREFLOP,LOW,LOW,1.0,1675.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1300.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5714285714285714,516.25,250.58369360355434,0.0,0.42857142857142855,618.3333333333334
FLOP,LOW,LOW,1.0,150.0,150.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,200.0,200.0,0.0,0.5,555.0
PREFLOP,LOW,LOW,0.23809523809523808,1080.0,1085.172797300043,0.0,0.8095238095238095,841.1764705882352
PREFLOP,LOW,LOW,0.125,40.0,0.0,0.0,1.0,232.5
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,400.0
PREFLOP,LOW,MEDIUM,0.625,1368.0,1159.6965120237278,0.0,0.375,1600.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7368421052631579,379.57142857142856,313.1491461829363,0.0,0.3157894736842105,450.0
PREFLOP,LOW,HIGH,0.75,546.6666666666666,358.2674358011841,0.0,0.25,1600.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,225.0,175.0,0.0,0.75,416.6666666666667
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1925.0,1925.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,1650.0
PREFLOP,LOW,LOW,0.43373493975903615,865.4166666666666,1356.7743482040205,0.0,0.6265060240963856,796.8269230769231
PREFLOP,LOW,HIGH,0.6666666666666666,800.0,0.0,0.0,0.3333333333333333,800.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6,1206.0,326.70884081497803,0.0,0.4,1000.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.40384615384615385,270.4761904761905,263.8989018269828,0.0,0.5961538461538461,288.0967741935484
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.631578947368421,703.5,881.7150427812076,0.0,0.42105263157894735,259.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,73.2,120.07508761881736,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.392,972.6326530612245,2333.064654351173,0.0080,0.656,525.3414634146342
PREFLOP,LOW,HIGH,0.6666666666666666,200.0,120.0,0.0,0.3333333333333333,40.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,60.0,20.0,0.0,0.6666666666666666,164.0
PREFLOP,LOW,HIGH,1.0,320.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,100.0,0.0,0.0,0.75,1083.3333333333333
PREFLOP,LOW,MEDIUM,1.0,300.0,200.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,94.66666666666667,55.649698012557884,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,260.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,1280.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,8.333333333333334,18.633899812498246,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5789473684210527,254.0909090909091,371.9287455085143,0.0,0.47368421052631576,258.3333333333333
PREFLOP,LOW,MEDIUM,1.0,8.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,24.0,24.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4782608695652174,41.36363636363637,74.92574836860183,0.0,0.6521739130434783,193.93333333333334
TURN,LOW,MEDIUM,1.0,10750.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,10750.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.09090909090909091,100.0,0.0,0.0,1.0,1061.3636363636363
PREFLOP,LOW,LOW,0.25,200.0,0.0,0.0,0.75,475.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,300.0
PREFLOP,LOW,LOW,0.75,249.66666666666666,37.06151043273271,0.0,0.25,800.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,1175.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1229.0,1399.4815706777517,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,182.5,253.20857673730828,0.0,0.16666666666666666,250.0
PREFLOP,LOW,LOW,0.8,388.125,319.5694124521307,0.0,0.2,950.0
PREFLOP,LOW,MEDIUM,0.5,2200.0,0.0,0.0,0.5,1600.0
TURN,LOW,LOW,0.0,0.0,0.0,0.0,1.0,800.0
PREFLOP,LOW,LOW,0.6666666666666666,1125.0,1075.0,0.0,0.6666666666666666,925.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,150.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.23076923076923078,418.3333333333333,304.4211264387251,0.0,0.7692307692307693,1055.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.22058823529411764,530.3333333333334,864.858190045564,0.0,0.8088235294117647,517.2363636363636
PREFLOP,LOW,HIGH,1.0,1933.3333333333333,2053.181812591266,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,600.0,200.0,0.0,0.6666666666666666,375.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,190.0,329.0896534380867,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6842105263157895,395.0,231.35054986551668,0.0,0.3157894736842105,252.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4166666666666667,235.0,288.79058156387305,0.0,0.75,297.22222222222223
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,149.33333333333334
PREFLOP,LOW,LOW,1.0,600.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2857142857142857,587.5,245.90394466132503,0.0,0.7142857142857143,515.0
FLOP,LOW,LOW,0.5,0.0,0.0,0.0,0.5,400.0
TURN,LOW,LOW,1.0,800.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.8,325.0,277.2634126602354,0.0,0.2,400.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8333333333333334,600.0,384.7076812334269,0.0,0.3333333333333333,150.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,50.0
FLOP,LOW,LOW,1.0,100.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,HIGH,1.0,80.0,0.0,0.0,0.0,0.0
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,40.0,0.0,0.0,0.5,80.0
TURN,LOW,LOW,1.0,5233.5,5233.5,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,673.5555555555555,1522.0815506777487,0.0,0.1111111111111111,130.0
PREFLOP,LOW,LOW,0.5609756097560976,429.60869565217394,980.6098696454796,0.0,0.5121951219512195,270.0952380952381
PREFLOP,LOW,LOW,0.5,1450.0,1350.0,0.0,0.5,75.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,316.6666666666667,277.8888666755511,0.0,0.5,100.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5454545454545454,966.6666666666666,618.1333908541819,0.0,0.6363636363636364,1800.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5294117647058824,535.2777777777778,522.30385000342,0.0,0.5882352941176471,519.8
FLOP,LOW,LOW,1.0,368.57142857142856,870.5897602270802,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,212.5,124.3734296383275,0.0,0.3333333333333333,50.0
PREFLOP,LOW,LOW,0.3333333333333333,112.5,62.5,0.0,0.8333333333333334,1080.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5352112676056338,672.7631578947369,1028.2513883239,0.0,0.5352112676056338,437.2368421052632
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,40.0,132.664991614216,0.0,0.0,0.0
FLOP,MEDIUM,LOW,1.0,3712.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.972972972972973,184.63888888888889,688.3698599177698,0.0,0.02702702702702703,600.0
RIVER,LOW,LOW,1.0,250.0,829.15619758885,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1138.4,2903.248773357185,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.40233236151603496,596.6231884057971,761.336431783511,0.0,0.6822157434402333,603.8376068376068
PREFLOP,LOW,HIGH,0.6,533.3333333333334,188.56180831641268,0.0,0.4,806.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3,140.16666666666666,127.07008127626092,0.0,0.75,380.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,1600.0,0.0,0.0,0.5,1200.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,2000.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,57.142857142857146,139.97084244475303,0.0,0.42857142857142855,323.3333333333333
PREFLOP,LOW,LOW,0.45454545454545453,1152.1333333333334,1567.594244552957,0.0,0.5757575757575758,733.2105263157895
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6451612903225806,510.35,1031.8105094929006,0.0,0.3548387096774194,426.3636363636364
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,880.6363636363636,2737.718767438828,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,298.25,636.7952477052573,0.0,0.1,1962.5
PREFLOP,LOW,LOW,0.5060240963855421,307.35714285714283,384.42652536129776,0.0,0.6024096385542169,324.68
PREFLOP,LOW,HIGH,0.7777777777777778,420.57142857142856,344.8920564644029,0.0,0.2222222222222222,440.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,400.0,400.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,675.0,562.9165124598851,0.0,0.875,2239.6428571428573
PREFLOP,LOW,LOW,0.4166666666666667,710.0,486.2098312457287,0.0,0.5833333333333334,358.7142857142857
PREFLOP,LOW,MEDIUM,1.0,100.0,0.0,0.0,1.0,100.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7142857142857143,68.0,44.8998886412873,0.0,0.2857142857142857,45.0
PREFLOP,LOW,MEDIUM,1.0,1250.0,550.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4666666666666667,375.0,297.30936268953445,0.0,0.6,533.3333333333334
PREFLOP,LOW,HIGH,0.6666666666666666,475.0,375.0,0.0,0.3333333333333333,200.0
PREFLOP,LOW,LOW,1.0,40.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,HIGH,1.0,14.0,0.0,0.0,1.0,40.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,400.0
PREFLOP,LOW,LOW,0.16666666666666666,650.0,0.0,0.0,0.8333333333333334,185.0
PREFLOP,LOW,MEDIUM,0.75,533.3333333333334,188.56180831641268,0.0,0.25,900.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.75,453.3333333333333,316.7894498804459,0.0,0.25,100.0
PREFLOP,LOW,HIGH,1.0,200.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,300.0,100.0,0.0,0.6666666666666666,300.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5909090909090909,190.0,147.9084956211883,0.0,0.45454545454545453,218.5
PREFLOP,LOW,LOW,0.3333333333333333,275.0,0.0,0.0,0.6666666666666666,225.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,1.0,360.0
PREFLOP,LOW,LOW,0.25,272.5,47.5,0.0,0.75,453.3333333333333
PREFLOP,LOW,HIGH,1.0,3093.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,1600.0,1200.0,0.0,0.3333333333333333,750.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1100.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,100.0,0.0,0.0,1.0,575.0
