Phase	Pot%	Stack%	Check%	Bet%	Call%	Raise%	AvgBetAmt	AvgBetStdDev	AllIn%	Fold%	AvgFoldAmt	cluster
PREFLOP FLOP TURN RIVER	LOW MEDIUM	LOW HIGH MEDIUM	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	1 2
												class
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.00358102	2
PREFLOP	LOW	LOW	0.092307694256305695	0.307692319154739380	0.307692319154739380	0.030769230797886848	0.00279684	0.00414721	0.0	0.476923078298568730	0.00357676	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.000911369	2
PREFLOP	LOW	LOW	0.052631579339504242	0.157894730567932130	0.070175439119338989	0.035087719559669495	0.0044758	0.00581269	0.0	0.824561417102813720	0.00435109	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.400000005960464480	0.000000000000000000	0.00155062	0.00116571	0.0	0.800000011920928960	0.00406012	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.00510949	2
PREFLOP	LOW	LOW	0.166666671633720400	0.333333343267440800	0.333333343267440800	0.000000000000000000	0.0109974	0.0102401	0.0	0.333333343267440800	0.00957449	1
PREFLOP	LOW	LOW	0.130434781312942500	0.347826093435287480	0.434782594442367550	0.000000000000000000	0.0035563	0.00493941	0.0	0.304347813129425050	0.00219656	1
PREFLOP	LOW	LOW	0.100000001490116120	0.300000011920928960	0.400000005960464480	0.000000000000000000	0.00123697	0.00069455	0.0	0.500000000000000000	0.00324758	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.00122288	0.000481005	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.057971015572547913	0.304347813129425050	0.362318843603134160	0.028985507786273956	0.00174601	0.00244752	0.0	0.536231875419616700	0.00228117	2
PREFLOP	LOW	LOW	0.187500000000000000	0.250000000000000000	0.187500000000000000	0.125000000000000000	0.00269826	0.00154177	0.0	0.312500000000000000	0.00129421	1
PREFLOP	LOW	LOW	0.027027027681469917	0.189189195632934570	0.405405402183532710	0.000000000000000000	0.0052081	0.00697214	0.0	0.540540516376495360	0.00424525	1
PREFLOP	LOW	LOW	0.000000000000000000	0.076923079788684845	0.307692319154739380	0.000000000000000000	0.00399933	0.00283198	0.0	0.692307710647583010	0.00534517	2
PREFLOP	LOW	LOW	0.111111111938953400	0.259259253740310670	0.296296298503875730	0.000000000000000000	0.00409768	0.00512589	0.0	0.518518507480621340	0.00573442	2
PREFLOP	LOW	LOW	0.090909093618392944	0.204545453190803530	0.250000000000000000	0.022727273404598236	0.00263909	0.00225517	0.0	0.568181812763214110	0.00264149	2
PREFLOP	LOW	LOW	0.142857149243354800	0.285714298486709590	0.142857149243354800	0.000000000000000000	0.00139658	0.00117681	0.0	0.571428596973419190	0.00616601	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.500000000000000000	0.000000000000000000	0.00083647	0	0.0	0.500000000000000000	0.00423729	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.000357718	2
PREFLOP	LOW	LOW	0.000000000000000000	0.315789461135864260	0.631578922271728520	0.000000000000000000	0.00236872	0.00238104	0.0	0.368421047925949100	0.00281233	1
PREFLOP	LOW	LOW	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000500375	0	0.0	1.000000000000000000	0.00330536	2
PREFLOP	LOW	LOW	0.000000000000000000	0.200000002980232240	0.000000000000000000	0.000000000000000000	0.000499545	0.00034327	0.0	1.000000000000000000	0.00361726	2
PREFLOP	LOW	LOW	0.036036036908626556	0.162162154912948610	0.288288295269012450	0.036036036908626556	0.00510217	0.00506531	0.0	0.603603601455688480	0.00445822	2
PREFLOP	LOW	LOW	0.250000000000000000	0.250000000000000000	0.000000000000000000	0.000000000000000000	0.0177515	0	0.0	0.500000000000000000	0.00436523	2
PREFLOP	LOW	LOW	0.000000000000000000	0.500000000000000000	0.500000000000000000	0.000000000000000000	0.00330266	0.00373763	0.0	0.500000000000000000	0.00136832	1
PREFLOP	LOW	LOW	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.00035727	0	0.0	1.000000000000000000	0.00740227	2
PREFLOP	LOW	LOW	0.142857149243354800	0.285714298486709590	0.428571432828903200	0.000000000000000000	0.00156489	0.00055861	0.0	0.285714298486709590	0.000417459	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.00188323	0.00174889	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.056179776787757874	0.303370773792266850	0.393258422613143920	0.044943820685148239	0.00256771	0.00292624	0.0	0.494382023811340330	0.00332154	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.333333343267440800	0.333333343267440800	0.00477132	0.00400061	0.0	0.333333343267440800	0.000771605	1
PREFLOP	LOW	LOW	0.100000001490116120	0.200000002980232240	0.050000000745058060	0.000000000000000000	0.00319267	0.00199254	0.0	0.750000000000000000	0.0053651	2
PREFLOP	LOW	LOW	0.500000000000000000	0.500000000000000000	0.000000000000000000	0.000000000000000000	0.0102041	0	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.500000000000000000	1.000000000000000000	0.000000000000000000	0.000713514	0.000619621	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.000892061	0	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.000911369	0	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.125000000000000000	0.000000000000000000	0.000000000000000000	0.00116077	0	0.0	1.000000000000000000	0.00350189	2
